,league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_odds,draw_odds,away_odds,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,season_file,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,home_bookings_pts,away_bookings_pts,time
3367,P1,2022-04-16,Belenenses,Vizela,1.0,0.0,H,1.0,0.0,H,2.9,3.2,2.4,18.0,5.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_2122,6.0,15.0,3.0,3.0,2.0,7.0,15.0,14.0,2.0,2.0,0.0,0.0,20.0,20.0,18:00
3370,P1,2022-04-17,Sp Lisbon,Benfica,0.0,2.0,A,0.0,1.0,A,1.95,3.4,3.6,20.0,6.0,A,0.0,3.0,-2.0,2.0,A,-1.0,1.0,cleanP1_2122,16.0,10.0,4.0,4.0,7.0,5.0,7.0,9.0,2.0,3.0,0.0,0.0,20.0,30.0,20:30
3371,P1,2022-04-18,Estoril,Sp Braga,0.0,0.0,D,0.0,0.0,D,3.75,3.3,1.95,20.0,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2122,15.0,13.0,6.0,2.0,7.0,5.0,5.0,9.0,1.0,0.0,0.0,0.0,10.0,0.0,20:30
3372,P1,2022-04-22,Vizela,Arouca,2.0,1.0,H,1.0,0.0,H,1.95,3.4,3.75,20.0,4.0,H,3.0,0.0,1.0,3.0,H,1.0,1.0,cleanP1_2122,16.0,14.0,6.0,5.0,6.0,2.0,19.0,9.0,4.0,1.0,0.0,0.0,40.0,10.0,20:15
3376,P1,2022-04-23,Gil Vicente,Pacos Ferreira,1.0,1.0,D,0.0,0.0,D,1.7,3.6,5.0,20.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_2122,16.0,10.0,3.0,2.0,6.0,2.0,15.0,19.0,2.0,5.0,0.0,0.0,20.0,50.0,20:30
3375,P1,2022-04-23,Santa Clara,Maritimo,2.0,2.0,D,2.0,0.0,H,2.1,3.2,3.5,18.0,5.0,D,1.0,1.0,0.0,4.0,H,2.0,2.0,cleanP1_2122,10.0,10.0,3.0,3.0,3.0,10.0,23.0,14.0,2.0,3.0,0.0,0.0,20.0,30.0,18:00
3373,P1,2022-04-23,Portimonense,Moreirense,1.0,0.0,H,1.0,0.0,H,2.4,3.2,3.0,15.0,5.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_2122,19.0,15.0,7.0,7.0,6.0,6.0,14.0,19.0,2.0,5.0,0.0,0.0,20.0,50.0,15:30
3374,P1,2022-04-23,Benfica,Famalicao,0.0,0.0,D,0.0,0.0,D,1.33,5.0,8.0,18.0,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2122,25.0,4.0,5.0,0.0,8.0,5.0,18.0,10.0,2.0,4.0,0.0,0.0,20.0,40.0,18:00
3377,P1,2022-04-24,Estoril,Belenenses,2.0,2.0,D,2.0,0.0,H,1.72,3.3,5.25,18.0,6.0,D,1.0,1.0,0.0,4.0,H,2.0,2.0,cleanP1_2122,6.0,23.0,2.0,4.0,2.0,8.0,18.0,10.0,7.0,3.0,3.0,2.0,145.0,80.0,18:00
3378,P1,2022-04-24,Tondela,Guimaraes,1.0,1.0,D,0.0,0.0,D,3.5,3.5,1.95,20.0,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_2122,11.0,10.0,5.0,3.0,4.0,3.0,15.0,18.0,2.0,4.0,0.0,0.0,20.0,40.0,20:30
3379,P1,2022-04-25,Sp Braga,Porto,1.0,0.0,H,0.0,0.0,D,4.0,3.6,1.8,18.0,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2122,9.0,19.0,5.0,3.0,2.0,10.0,13.0,7.0,2.0,2.0,0.0,0.0,20.0,20.0,18:00
3380,P1,2022-04-25,Boavista,Sp Lisbon,0.0,3.0,A,0.0,1.0,A,7.0,4.2,1.44,20.0,0.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_2122,10.0,10.0,1.0,5.0,2.0,3.0,7.0,9.0,2.0,2.0,0.0,0.0,20.0,20.0,20:30
3381,P1,2022-04-29,Famalicao,Estoril,3.0,1.0,H,1.0,0.0,H,1.75,3.6,4.5,20.0,4.0,H,3.0,0.0,2.0,4.0,H,1.0,1.0,cleanP1_2122,25.0,9.0,7.0,3.0,7.0,3.0,18.0,9.0,3.0,1.0,0.0,1.0,30.0,35.0,20:15
3382,P1,2022-04-30,Arouca,Portimonense,1.0,0.0,H,0.0,0.0,D,1.95,3.3,3.8,15.0,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2122,15.0,7.0,6.0,4.0,5.0,7.0,12.0,15.0,1.0,2.0,0.0,0.0,10.0,20.0,15:00
3383,P1,2022-04-30,Maritimo,Benfica,0.0,1.0,A,0.0,1.0,A,6.0,4.2,1.53,17.0,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_2122,14.0,15.0,5.0,4.0,5.0,6.0,8.0,24.0,2.0,4.0,1.0,0.0,45.0,40.0,17:00
3384,P1,2022-04-30,Porto,Vizela,4.0,2.0,H,2.0,1.0,H,1.12,8.0,19.0,19.0,5.0,H,3.0,0.0,2.0,6.0,H,1.0,3.0,cleanP1_2122,17.0,3.0,8.0,2.0,8.0,2.0,12.0,7.0,1.0,1.0,0.0,0.0,10.0,10.0,19:00
3385,P1,2022-04-30,Belenenses,Sp Braga,0.0,1.0,A,0.0,0.0,D,5.0,3.75,1.7,21.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2122,9.0,25.0,1.0,9.0,2.0,6.0,7.0,16.0,3.0,3.0,2.0,0.0,80.0,30.0,21:00
3388,P1,2022-05-01,Sp Lisbon,Gil Vicente,4.0,1.0,H,2.0,1.0,H,1.33,5.5,8.5,20.0,6.0,H,3.0,0.0,3.0,5.0,H,1.0,3.0,cleanP1_2122,22.0,3.0,13.0,1.0,13.0,2.0,18.0,15.0,4.0,2.0,0.0,0.0,40.0,20.0,20:30
3386,P1,2022-05-01,Guimaraes,Santa Clara,1.0,1.0,D,1.0,0.0,H,1.9,3.5,4.0,15.0,6.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_2122,7.0,3.0,1.0,1.0,4.0,3.0,21.0,11.0,3.0,5.0,0.0,0.0,30.0,50.0,15:30
3387,P1,2022-05-01,Moreirense,Boavista,1.0,2.0,A,0.0,1.0,A,2.2,3.3,3.3,18.0,6.0,A,0.0,3.0,-1.0,3.0,A,-1.0,1.0,cleanP1_2122,14.0,8.0,2.0,2.0,5.0,3.0,8.0,17.0,4.0,5.0,1.0,2.0,65.0,100.0,18:00
3389,P1,2022-05-02,Pacos Ferreira,Tondela,1.0,1.0,D,0.0,1.0,A,2.2,3.3,3.25,20.0,0.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_2122,19.0,8.0,5.0,3.0,7.0,0.0,14.0,12.0,1.0,6.0,0.0,1.0,10.0,85.0,20:15
3390,P1,2022-05-06,Boavista,Guimaraes,1.0,1.0,D,0.0,1.0,A,3.5,3.2,2.2,20.0,4.0,D,1.0,1.0,0.0,2.0,A,-1.0,1.0,cleanP1_2122,16.0,13.0,6.0,5.0,5.0,7.0,9.0,16.0,2.0,4.0,0.0,1.0,20.0,65.0,20:15
3393,P1,2022-05-07,Portimonense,Sp Lisbon,2.0,3.0,A,2.0,1.0,H,7.5,5.0,1.36,20.0,5.0,A,0.0,3.0,-1.0,5.0,H,1.0,3.0,cleanP1_2122,5.0,28.0,3.0,8.0,1.0,8.0,7.0,13.0,2.0,2.0,0.0,0.0,20.0,20.0,20:30
3392,P1,2022-05-07,Benfica,Porto,0.0,1.0,A,0.0,0.0,D,3.0,3.6,2.25,18.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2122,9.0,10.0,2.0,5.0,5.0,3.0,23.0,15.0,10.0,4.0,0.0,0.0,100.0,40.0,18:00
3391,P1,2022-05-07,Estoril,Moreirense,1.0,0.0,H,0.0,0.0,D,2.55,3.3,2.75,15.0,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2122,6.0,18.0,2.0,5.0,2.0,8.0,17.0,10.0,6.0,3.0,1.0,0.0,85.0,30.0,15:30
3394,P1,2022-05-08,Gil Vicente,Tondela,3.0,0.0,H,0.0,0.0,D,1.83,3.5,4.33,15.0,6.0,H,3.0,0.0,3.0,3.0,D,0.0,0.0,cleanP1_2122,8.0,5.0,4.0,3.0,8.0,0.0,13.0,3.0,1.0,2.0,0.0,1.0,10.0,45.0,15:30
3395,P1,2022-05-08,Vizela,Maritimo,1.0,1.0,D,0.0,0.0,D,2.1,3.3,3.6,15.0,6.0,D,1.0,1.0,0.0,2.0,D,0.0,0.0,cleanP1_2122,11.0,10.0,3.0,3.0,2.0,8.0,12.0,4.0,4.0,2.0,0.0,0.0,40.0,20.0,15:30
3396,P1,2022-05-08,Sp Braga,Arouca,1.0,0.0,H,0.0,0.0,D,1.66,3.6,5.25,18.0,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2122,12.0,14.0,2.0,4.0,4.0,8.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,18:00
3397,P1,2022-05-08,Santa Clara,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,2.05,3.5,3.6,19.0,6.0,H,3.0,0.0,2.0,2.0,H,1.0,1.0,cleanP1_2122,20.0,3.0,7.0,0.0,10.0,0.0,24.0,17.0,3.0,3.0,0.0,1.0,30.0,55.0,19:30
3398,P1,2022-05-09,Belenenses,Famalicao,2.0,3.0,A,1.0,0.0,H,2.8,3.1,2.62,20.0,0.0,A,0.0,3.0,-1.0,5.0,H,1.0,1.0,cleanP1_2122,14.0,14.0,5.0,4.0,7.0,5.0,17.0,21.0,3.0,1.0,0.0,0.0,30.0,10.0,20:15
3399,P1,2022-05-13,Pacos Ferreira,Benfica,0.0,2.0,A,0.0,2.0,A,5.0,4.33,1.57,20.0,4.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_2122,12.0,15.0,4.0,8.0,6.0,4.0,11.0,23.0,1.0,1.0,0.0,0.0,10.0,10.0,20:15
3400,P1,2022-05-14,Arouca,Belenenses,0.0,0.0,D,0.0,0.0,D,2.37,3.25,3.0,15.0,5.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2122,22.0,10.0,7.0,3.0,8.0,4.0,13.0,12.0,2.0,2.0,0.0,0.0,20.0,20.0,15:30
3401,P1,2022-05-14,Moreirense,Vizela,4.0,1.0,H,3.0,0.0,H,1.65,3.6,5.5,15.0,5.0,H,3.0,0.0,3.0,5.0,H,3.0,3.0,cleanP1_2122,12.0,6.0,6.0,2.0,4.0,7.0,16.0,10.0,3.0,3.0,0.0,1.0,30.0,55.0,15:30
3402,P1,2022-05-14,Tondela,Boavista,2.0,2.0,D,1.0,0.0,H,1.72,3.6,5.0,15.0,5.0,D,1.0,1.0,0.0,4.0,H,1.0,1.0,cleanP1_2122,11.0,14.0,8.0,5.0,4.0,5.0,13.0,16.0,1.0,3.0,0.0,0.0,10.0,30.0,15:30
3403,P1,2022-05-14,Maritimo,Portimonense,0.0,1.0,A,0.0,0.0,D,2.25,3.4,3.1,18.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2122,11.0,15.0,6.0,4.0,4.0,2.0,16.0,21.0,3.0,2.0,0.0,0.0,30.0,20.0,18:00
3404,P1,2022-05-14,Porto,Estoril,2.0,0.0,H,0.0,0.0,D,1.18,8.0,11.0,18.0,5.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_2122,21.0,7.0,5.0,1.0,12.0,6.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00
3405,P1,2022-05-14,Sp Lisbon,Santa Clara,4.0,0.0,H,1.0,0.0,H,1.22,7.0,9.0,20.0,5.0,H,3.0,0.0,4.0,4.0,H,1.0,1.0,cleanP1_2122,23.0,10.0,9.0,1.0,10.0,5.0,11.0,12.0,1.0,2.0,0.0,0.0,10.0,20.0,20:30
3406,P1,2022-05-15,Famalicao,Sp Braga,3.0,2.0,H,1.0,2.0,A,3.1,3.5,2.2,18.0,6.0,H,3.0,0.0,1.0,5.0,A,-1.0,3.0,cleanP1_2122,21.0,11.0,11.0,6.0,6.0,4.0,8.0,11.0,3.0,3.0,1.0,1.0,55.0,55.0,18:00
3407,P1,2022-05-15,Guimaraes,Gil Vicente,5.0,0.0,H,1.0,0.0,H,2.15,3.5,3.2,20.0,6.0,H,3.0,0.0,5.0,5.0,H,1.0,1.0,cleanP1_2122,15.0,8.0,8.0,4.0,1.0,3.0,13.0,16.0,1.0,0.0,0.0,0.0,10.0,0.0,20:30
3408,P1,2022-08-05,Benfica,Arouca,4.0,0.0,H,3.0,0.0,H,1.14,6.5,17.0,20.0,4.0,H,3.0,0.0,4.0,4.0,H,3.0,3.0,cleanP1_2223,20.0,3.0,6.0,2.0,6.0,1.0,7.0,6.0,3.0,1.0,0.0,1.0,30.0,35.0,20:15
3409,P1,2022-08-06,Rio Ave,Vizela,0.0,1.0,A,0.0,0.0,D,2.2,3.2,3.1,15.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2223,7.0,12.0,0.0,7.0,6.0,7.0,19.0,16.0,7.0,4.0,0.0,0.0,70.0,40.0,15:30
3410,P1,2022-08-06,Estoril,Famalicao,2.0,0.0,H,2.0,0.0,H,2.5,3.0,2.8,18.0,5.0,H,3.0,0.0,2.0,2.0,H,2.0,2.0,cleanP1_2223,10.0,15.0,5.0,5.0,1.0,2.0,13.0,11.0,4.0,1.0,0.0,0.0,40.0,10.0,18:00
3411,P1,2022-08-06,Porto,Maritimo,5.0,1.0,H,3.0,0.0,H,1.16,7.0,10.0,20.0,5.0,H,3.0,0.0,4.0,6.0,H,3.0,3.0,cleanP1_2223,22.0,9.0,7.0,3.0,4.0,4.0,13.0,11.0,3.0,2.0,0.0,0.0,30.0,20.0,20:30
3412,P1,2022-08-07,Santa Clara,Casa Pia,0.0,0.0,D,0.0,0.0,D,1.95,3.0,4.0,15.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2223,7.0,11.0,3.0,3.0,7.0,6.0,15.0,12.0,1.0,3.0,1.0,0.0,35.0,30.0,15:30
3413,P1,2022-08-07,Sp Braga,Sp Lisbon,3.0,3.0,D,2.0,2.0,D,3.75,3.25,1.9,18.0,6.0,D,1.0,1.0,0.0,6.0,D,0.0,4.0,cleanP1_2223,15.0,11.0,7.0,4.0,3.0,3.0,14.0,17.0,2.0,2.0,0.0,0.0,20.0,20.0,18:00
3414,P1,2022-08-07,Chaves,Guimaraes,0.0,1.0,A,0.0,1.0,A,2.7,3.2,2.5,20.0,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_2223,14.0,15.0,2.0,6.0,2.0,5.0,10.0,20.0,2.0,9.0,0.0,2.0,20.0,140.0,20:30
3415,P1,2022-08-07,Portimonense,Boavista,0.0,1.0,A,0.0,1.0,A,2.0,3.3,3.5,20.0,6.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_2223,18.0,10.0,8.0,5.0,7.0,1.0,13.0,11.0,3.0,1.0,0.0,0.0,30.0,10.0,20:30
3416,P1,2022-08-08,Gil Vicente,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,1.72,3.4,4.5,20.0,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2223,16.0,12.0,7.0,5.0,8.0,6.0,17.0,19.0,1.0,6.0,0.0,0.0,10.0,60.0,20:15
3417,P1,2022-08-12,Famalicao,Sp Braga,0.0,3.0,A,0.0,2.0,A,3.6,3.4,2.0,20.0,4.0,A,0.0,3.0,-3.0,3.0,A,-2.0,2.0,cleanP1_2223,11.0,24.0,5.0,9.0,7.0,7.0,11.0,14.0,3.0,1.0,0.0,0.0,30.0,10.0,20:15
3418,P1,2022-08-13,Casa Pia,Benfica,0.0,1.0,A,0.0,0.0,D,12.0,5.5,1.25,18.0,5.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2223,8.0,14.0,2.0,4.0,4.0,9.0,10.0,9.0,6.0,4.0,0.0,1.0,60.0,65.0,18:00
3419,P1,2022-08-13,Sp Lisbon,Rio Ave,3.0,0.0,H,1.0,0.0,H,1.22,6.0,11.0,20.0,5.0,H,3.0,0.0,3.0,3.0,H,1.0,1.0,cleanP1_2223,20.0,3.0,6.0,1.0,7.0,1.0,15.0,6.0,1.0,2.0,0.0,0.0,10.0,20.0,20:30
3420,P1,2022-08-14,Boavista,Santa Clara,2.0,1.0,H,0.0,1.0,A,2.45,3.1,2.9,15.0,6.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_2223,16.0,3.0,5.0,1.0,8.0,6.0,13.0,8.0,3.0,7.0,0.0,2.0,30.0,120.0,15:30
3421,P1,2022-08-14,Vizela,Porto,0.0,1.0,A,0.0,0.0,D,10.0,5.25,1.28,18.0,6.0,A,0.0,3.0,-1.0,1.0,D,0.0,0.0,cleanP1_2223,4.0,13.0,1.0,4.0,1.0,10.0,18.0,13.0,6.0,2.0,0.0,0.0,60.0,20.0,18:00
3422,P1,2022-08-14,Guimaraes,Estoril,1.0,0.0,H,1.0,0.0,H,1.95,3.4,3.8,20.0,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_2223,8.0,7.0,3.0,4.0,5.0,7.0,13.0,8.0,3.0,5.0,0.0,1.0,30.0,75.0,20:30
3424,P1,2022-08-15,Arouca,Gil Vicente,1.0,0.0,H,1.0,0.0,H,2.62,3.4,2.6,18.0,0.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_2223,8.0,10.0,4.0,2.0,4.0,4.0,22.0,18.0,4.0,2.0,0.0,0.0,40.0,20.0,18:00
3425,P1,2022-08-15,Pacos Ferreira,Portimonense,0.0,3.0,A,0.0,1.0,A,2.25,3.25,3.2,20.0,0.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_2223,14.0,13.0,4.0,3.0,2.0,7.0,12.0,16.0,3.0,5.0,1.0,0.0,55.0,50.0,20:30
3423,P1,2022-08-15,Maritimo,Chaves,1.0,2.0,A,1.0,0.0,H,2.25,3.3,3.2,15.0,0.0,A,0.0,3.0,-1.0,3.0,H,1.0,1.0,cleanP1_2223,13.0,21.0,6.0,8.0,3.0,6.0,12.0,11.0,1.0,1.0,0.0,0.0,10.0,10.0,15:30
3426,P1,2022-08-19,Estoril,Rio Ave,2.0,2.0,D,1.0,0.0,H,2.1,3.25,3.75,20.0,4.0,D,1.0,1.0,0.0,4.0,H,1.0,1.0,cleanP1_2223,9.0,17.0,4.0,7.0,1.0,5.0,22.0,13.0,4.0,3.0,0.0,1.0,40.0,55.0,20:15
3427,P1,2022-08-20,Santa Clara,Arouca,1.0,2.0,A,0.0,0.0,D,2.05,3.25,3.75,15.0,5.0,A,0.0,3.0,-1.0,3.0,D,0.0,0.0,cleanP1_2223,12.0,10.0,3.0,4.0,4.0,2.0,19.0,21.0,2.0,3.0,0.0,0.0,20.0,30.0,15:30
3428,P1,2022-08-20,Chaves,Vizela,1.0,1.0,D,1.0,1.0,D,2.25,3.3,3.25,18.0,5.0,D,1.0,1.0,0.0,2.0,D,0.0,2.0,cleanP1_2223,18.0,17.0,3.0,4.0,5.0,4.0,8.0,19.0,5.0,5.0,1.0,1.0,75.0,75.0,18:00
3429,P1,2022-08-20,Porto,Sp Lisbon,3.0,0.0,H,1.0,0.0,H,2.1,3.3,3.5,20.0,5.0,H,3.0,0.0,3.0,3.0,H,1.0,1.0,cleanP1_2223,11.0,8.0,5.0,4.0,3.0,4.0,23.0,11.0,1.0,4.0,0.0,1.0,10.0,65.0,20:30
3430,P1,2022-08-21,Casa Pia,Boavista,2.0,0.0,H,0.0,0.0,D,2.45,3.1,3.0,15.0,6.0,H,3.0,0.0,2.0,2.0,D,0.0,0.0,cleanP1_2223,6.0,11.0,4.0,4.0,2.0,2.0,11.0,13.0,1.0,3.0,0.0,0.0,10.0,30.0,15:30
3431,P1,2022-08-21,Sp Braga,Maritimo,5.0,0.0,H,2.0,0.0,H,1.36,4.5,9.0,18.0,6.0,H,3.0,0.0,5.0,5.0,H,2.0,2.0,cleanP1_2223,20.0,7.0,9.0,1.0,5.0,5.0,16.0,7.0,3.0,1.0,0.0,0.0,30.0,10.0,18:00
3432,P1,2022-08-21,Portimonense,Guimaraes,2.0,1.0,H,0.0,0.0,D,2.62,3.3,2.55,20.0,6.0,H,3.0,0.0,1.0,3.0,D,0.0,0.0,cleanP1_2223,15.0,17.0,5.0,6.0,6.0,11.0,18.0,15.0,4.0,2.0,0.0,0.0,40.0,20.0,20:30
3433,P1,2022-08-22,Gil Vicente,Famalicao,0.0,0.0,D,0.0,0.0,D,2.2,3.5,3.2,20.0,0.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2223,15.0,10.0,5.0,2.0,8.0,4.0,12.0,13.0,1.0,5.0,0.0,0.0,10.0,50.0,20:15
3434,P1,2022-08-26,Pacos Ferreira,Estoril,0.0,3.0,A,0.0,2.0,A,2.62,3.2,2.8,20.0,4.0,A,0.0,3.0,-3.0,3.0,A,-2.0,2.0,cleanP1_2223,10.0,11.0,4.0,7.0,4.0,5.0,13.0,21.0,3.0,0.0,2.0,0.0,80.0,0.0,20:15
3435,P1,2022-08-27,Maritimo,Portimonense,0.0,1.0,A,0.0,1.0,A,2.75,3.2,2.6,15.0,5.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_2223,19.0,9.0,4.0,6.0,8.0,7.0,12.0,16.0,2.0,1.0,0.0,0.0,20.0,10.0,15:30
3436,P1,2022-08-27,Boavista,Benfica,0.0,3.0,A,0.0,1.0,A,8.5,4.75,1.36,18.0,5.0,A,0.0,3.0,-3.0,3.0,A,-1.0,1.0,cleanP1_2223,4.0,16.0,0.0,6.0,7.0,8.0,12.0,15.0,4.0,2.0,0.0,0.0,40.0,20.0,18:00
3437,P1,2022-08-27,Sp Lisbon,Chaves,0.0,2.0,A,0.0,0.0,D,1.18,7.0,19.0,20.0,5.0,A,0.0,3.0,-2.0,2.0,D,0.0,0.0,cleanP1_2223,22.0,8.0,10.0,5.0,13.0,3.0,19.0,16.0,5.0,2.0,0.0,1.0,50.0,45.0,20:30
3438,P1,2022-08-28,Famalicao,Santa Clara,1.0,0.0,H,1.0,0.0,H,2.15,3.4,3.3,15.0,6.0,H,3.0,0.0,1.0,1.0,H,1.0,1.0,cleanP1_2223,12.0,13.0,4.0,2.0,6.0,4.0,22.0,11.0,3.0,3.0,0.0,0.0,30.0,30.0,15:30
3440,P1,2022-08-28,Rio Ave,Porto,3.0,1.0,H,3.0,0.0,H,10.0,5.5,1.3,20.0,6.0,H,3.0,0.0,2.0,4.0,H,3.0,3.0,cleanP1_2223,6.0,27.0,4.0,10.0,2.0,7.0,11.0,8.0,1.0,2.0,0.0,0.0,10.0,20.0,20:30
3439,P1,2022-08-28,Arouca,Sp Braga,0.0,6.0,A,0.0,4.0,A,5.0,3.75,1.66,18.0,6.0,A,0.0,3.0,-6.0,6.0,A,-4.0,4.0,cleanP1_2223,12.0,15.0,4.0,10.0,5.0,4.0,18.0,13.0,3.0,3.0,0.0,0.0,30.0,30.0,18:00
3442,P1,2022-08-29,Vizela,Gil Vicente,2.0,2.0,D,2.0,2.0,D,2.3,3.3,3.0,21.0,0.0,D,1.0,1.0,0.0,4.0,D,0.0,4.0,cleanP1_2223,18.0,12.0,9.0,4.0,5.0,10.0,9.0,15.0,2.0,5.0,0.0,0.0,20.0,50.0,21:15
3441,P1,2022-08-29,Guimaraes,Casa Pia,0.0,1.0,A,0.0,1.0,A,1.95,3.4,4.0,19.0,0.0,A,0.0,3.0,-1.0,1.0,A,-1.0,1.0,cleanP1_2223,15.0,8.0,2.0,2.0,9.0,1.0,15.0,16.0,3.0,3.0,0.0,0.0,30.0,30.0,19:00
3443,P1,2022-08-30,Benfica,Pacos Ferreira,3.0,2.0,H,2.0,1.0,H,1.06,11.0,29.0,20.0,1.0,H,3.0,0.0,1.0,5.0,H,1.0,3.0,cleanP1_2223,27.0,3.0,6.0,2.0,13.0,3.0,13.0,13.0,2.0,4.0,0.0,0.0,20.0,40.0,20:15
3444,P1,2022-09-02,Benfica,Vizela,2.0,1.0,H,0.0,1.0,A,1.2,7.0,15.0,19.0,4.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_2223,28.0,7.0,6.0,2.0,15.0,4.0,9.0,10.0,7.0,4.0,2.0,0.0,120.0,40.0,19:00
3445,P1,2022-09-02,Estoril,Sp Lisbon,0.0,2.0,A,0.0,2.0,A,6.5,4.33,1.45,21.0,4.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_2223,5.0,18.0,0.0,4.0,2.0,7.0,16.0,18.0,5.0,7.0,0.0,0.0,50.0,70.0,21:15
3446,P1,2022-09-03,Sp Braga,Guimaraes,1.0,0.0,H,0.0,0.0,D,1.36,4.75,8.0,15.0,5.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2223,18.0,7.0,2.0,3.0,5.0,0.0,16.0,21.0,2.0,7.0,0.0,0.0,20.0,70.0,15:30
3447,P1,2022-09-03,Gil Vicente,Porto,0.0,2.0,A,0.0,2.0,A,7.0,4.33,1.44,20.0,5.0,A,0.0,3.0,-2.0,2.0,A,-2.0,2.0,cleanP1_2223,6.0,16.0,2.0,4.0,6.0,4.0,15.0,9.0,1.0,0.0,0.0,0.0,10.0,0.0,20:30
3448,P1,2022-09-04,Casa Pia,Arouca,0.0,0.0,D,0.0,0.0,D,2.0,3.1,3.8,15.0,6.0,D,1.0,1.0,0.0,0.0,D,0.0,0.0,cleanP1_2223,6.0,8.0,1.0,1.0,9.0,2.0,13.0,10.0,2.0,0.0,0.0,0.0,20.0,0.0,15:30
3449,P1,2022-09-04,Santa Clara,Maritimo,2.0,1.0,H,0.0,1.0,A,2.0,3.2,3.6,18.0,6.0,H,3.0,0.0,1.0,3.0,A,-1.0,1.0,cleanP1_2223,9.0,17.0,4.0,5.0,2.0,3.0,22.0,16.0,3.0,4.0,0.0,1.0,30.0,65.0,18:00
3450,P1,2022-09-04,Portimonense,Famalicao,1.0,0.0,H,0.0,0.0,D,2.2,3.2,3.2,20.0,6.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2223,9.0,13.0,1.0,1.0,7.0,5.0,20.0,10.0,5.0,2.0,0.0,0.0,50.0,20.0,20:30
3451,P1,2022-09-05,Boavista,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,2.0,3.3,3.8,19.0,0.0,H,3.0,0.0,1.0,1.0,D,0.0,0.0,cleanP1_2223,12.0,7.0,3.0,1.0,5.0,1.0,16.0,18.0,4.0,3.0,0.0,0.0,40.0,30.0,19:00
3452,P1,2022-09-05,Chaves,Rio Ave,1.0,1.0,D,1.0,0.0,H,2.5,3.0,2.87,21.0,0.0,D,1.0,1.0,0.0,2.0,H,1.0,1.0,cleanP1_2223,21.0,13.0,6.0,3.0,8.0,11.0,14.0,13.0,5.0,3.0,0.0,0.0,50.0,30.0,21:15
