,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
1475,P1,2024-04-12,20:15,Gil Vicente,Sp Lisbon,0,4,A,0,4,A,5,13,1,6,6,4,11,14,2,0,0,0,20,4,A,0,3,-4,4,A,-4,4,20,0,cleanP1_2324
1478,P1,2024-04-13,20:30,Estoril,Sp Braga,0,1,A,0,0,D,4,12,0,5,2,3,8,12,0,1,0,0,20,5,A,0,3,-1,1,D,0,0,0,10,cleanP1_2324
1476,P1,2024-04-13,15:30,Guimaraes,Farense,1,1,D,0,1,A,24,10,6,6,8,1,6,12,2,4,0,0,15,5,D,1,1,0,2,A,-1,1,20,40,cleanP1_2324
1477,P1,2024-04-13,18:00,Porto,Famalicao,2,2,D,1,2,A,20,8,8,3,10,0,19,16,4,3,1,0,18,5,D,1,1,0,4,A,-1,3,65,30,cleanP1_2324
1479,P1,2024-04-14,15:30,Estrela,Rio Ave,2,2,D,1,1,D,15,6,5,4,10,1,12,12,2,1,0,0,15,6,D,1,1,0,4,D,0,2,20,10,cleanP1_2324
1480,P1,2024-04-14,18:00,Arouca,Boavista,2,1,H,2,0,H,14,8,5,5,1,4,17,9,3,4,0,1,18,6,H,3,0,1,3,H,2,2,30,65,cleanP1_2324
1481,P1,2024-04-14,18:00,Portimonense,Casa Pia,2,2,D,2,1,H,11,11,3,4,5,8,10,14,2,4,0,1,18,6,D,1,1,0,4,H,1,3,20,65,cleanP1_2324
1482,P1,2024-04-14,20:30,Benfica,Moreirense,3,0,H,2,0,H,19,8,6,0,6,2,11,11,2,1,0,0,20,6,H,3,0,3,3,H,2,2,20,10,cleanP1_2324
1483,P1,2024-04-15,20:15,Vizela,Chaves,0,1,A,0,1,A,12,7,4,2,10,5,17,13,3,2,0,0,20,0,A,0,3,-1,1,A,-1,1,30,20,cleanP1_2324
1484,P1,2024-04-16,20:15,Famalicao,Sp Lisbon,0,1,A,0,1,A,5,10,0,1,4,6,10,15,2,4,0,0,20,1,A,0,3,-1,1,A,-1,1,20,40,cleanP1_2324
1485,P1,2024-04-19,20:15,Rio Ave,Arouca,1,1,D,1,0,H,6,17,3,5,4,6,15,13,3,3,0,0,20,4,D,1,1,0,2,H,1,1,30,30,cleanP1_2324
1486,P1,2024-04-20,15:30,Moreirense,Gil Vicente,0,1,A,0,1,A,15,5,4,3,8,1,10,8,0,0,0,0,15,5,A,0,3,-1,1,A,-1,1,0,0,cleanP1_2324
1487,P1,2024-04-20,18:00,Boavista,Estrela,1,1,D,0,0,D,15,11,5,3,6,5,16,7,2,0,0,0,18,5,D,1,1,0,2,D,0,0,20,0,cleanP1_2324
1488,P1,2024-04-20,20:30,Sp Braga,Vizela,2,1,H,0,0,D,15,5,5,2,4,4,15,16,1,3,0,0,20,5,H,3,0,1,3,D,0,0,10,30,cleanP1_2324
1491,P1,2024-04-21,18:00,Casa Pia,Porto,1,2,A,1,1,D,11,16,4,5,8,4,18,15,3,1,0,0,18,6,A,0,3,-1,3,D,0,2,30,10,cleanP1_2324
1492,P1,2024-04-21,20:30,Sp Lisbon,Guimaraes,3,0,H,2,0,H,10,6,4,1,5,3,10,10,1,1,0,0,20,6,H,3,0,3,3,H,2,2,10,10,cleanP1_2324
1490,P1,2024-04-21,15:30,Famalicao,Portimonense,2,2,D,0,1,A,13,14,3,7,9,6,11,18,2,4,1,0,15,6,D,1,1,0,4,A,-1,1,45,40,cleanP1_2324
1489,P1,2024-04-21,15:30,Chaves,Estoril,2,2,D,1,0,H,14,10,7,6,7,5,11,12,1,1,0,2,15,6,D,1,1,0,4,H,1,1,10,60,cleanP1_2324
1493,P1,2024-04-22,20:15,Farense,Benfica,1,3,A,1,2,A,12,20,3,9,3,7,12,10,1,2,0,0,20,0,A,0,3,-2,4,A,-1,3,10,20,cleanP1_2324
1494,P1,2024-04-26,20:15,Gil Vicente,Arouca,2,2,D,0,0,D,9,15,3,7,2,5,7,9,3,1,0,0,20,4,D,1,1,0,4,D,0,0,30,10,cleanP1_2324
1495,P1,2024-04-27,15:30,Casa Pia,Chaves,3,1,H,1,0,H,11,11,6,7,4,5,14,12,3,4,0,0,15,5,H,3,0,2,4,H,1,1,30,40,cleanP1_2324
1496,P1,2024-04-27,15:30,Vizela,Rio Ave,1,1,D,1,1,D,16,11,4,2,7,0,16,14,2,2,0,0,15,5,D,1,1,0,2,D,0,2,20,20,cleanP1_2324
1497,P1,2024-04-27,18:00,Benfica,Sp Braga,3,1,H,0,1,A,21,11,6,7,6,3,13,12,2,3,0,1,18,5,H,3,0,2,4,A,-1,1,20,55,cleanP1_2324
1498,P1,2024-04-27,20:30,Guimaraes,Boavista,1,0,H,1,0,H,9,7,2,1,4,3,15,14,3,5,0,1,20,5,H,3,0,1,1,H,1,1,30,75,cleanP1_2324
1499,P1,2024-04-28,15:30,Portimonense,Moreirense,0,2,A,0,0,D,10,13,4,6,5,5,13,9,3,3,0,0,15,6,A,0,3,-2,2,D,0,0,30,30,cleanP1_2324
1500,P1,2024-04-28,18:00,Estoril,Famalicao,1,0,H,1,0,H,8,13,3,3,3,6,13,12,0,2,0,0,18,6,H,3,0,1,1,H,1,1,0,20,cleanP1_2324
1501,P1,2024-04-28,20:30,Porto,Sp Lisbon,2,2,D,2,0,H,11,9,5,5,2,6,9,11,2,2,0,1,20,6,D,1,1,0,4,H,2,2,20,45,cleanP1_2324
1502,P1,2024-04-29,20:15,Estrela,Farense,0,3,A,0,1,A,20,11,7,5,11,4,8,9,2,2,0,0,20,0,A,0,3,-3,3,A,-1,1,20,20,cleanP1_2324
1503,P1,2024-05-03,20:15,Moreirense,Vizela,1,0,H,1,0,H,11,8,5,2,4,5,22,22,3,2,0,0,20,4,H,3,0,1,1,H,1,1,30,20,cleanP1_2324
1507,P1,2024-05-04,20:30,Chaves,Porto,0,3,A,0,2,A,4,9,0,3,2,8,5,15,4,2,1,0,20,5,A,0,3,-3,3,A,-2,2,65,20,cleanP1_2324
1506,P1,2024-05-04,18:00,Sp Lisbon,Portimonense,3,0,H,1,0,H,22,2,12,0,15,1,10,13,3,3,0,0,18,5,H,3,0,3,3,H,1,1,30,30,cleanP1_2324
1505,P1,2024-05-04,15:30,Rio Ave,Guimaraes,2,1,H,1,0,H,7,9,3,5,6,6,20,18,4,6,0,0,15,5,H,3,0,1,3,H,1,1,40,60,cleanP1_2324
1504,P1,2024-05-04,15:30,Boavista,Gil Vicente,1,1,D,1,1,D,7,11,3,6,2,4,19,12,1,1,0,0,15,5,D,1,1,0,2,D,0,2,10,10,cleanP1_2324
1508,P1,2024-05-05,15:30,Farense,Estoril,3,2,H,2,1,H,13,9,5,2,3,3,14,13,3,0,0,0,15,6,H,3,0,1,5,H,1,3,30,0,cleanP1_2324
1509,P1,2024-05-05,18:00,Arouca,Estrela,0,0,D,0,0,D,21,7,1,2,6,3,13,9,1,4,0,0,18,6,D,1,1,0,0,D,0,0,10,40,cleanP1_2324
1510,P1,2024-05-05,18:00,Sp Braga,Casa Pia,4,3,H,1,1,D,15,15,7,6,7,7,7,9,4,3,1,0,18,6,H,3,0,1,7,D,0,2,65,30,cleanP1_2324
1511,P1,2024-05-05,20:30,Famalicao,Benfica,2,0,H,0,0,D,11,19,4,12,3,10,9,11,2,1,0,0,20,6,H,3,0,2,2,D,0,0,20,10,cleanP1_2324
1512,P1,2024-05-10,20:15,Chaves,Famalicao,0,1,A,0,1,A,8,11,2,4,3,3,18,21,3,1,0,0,20,4,A,0,3,-1,1,A,-1,1,30,10,cleanP1_2324
1513,P1,2024-05-11,15:30,Portimonense,Rio Ave,2,2,D,0,1,A,19,9,8,4,12,4,12,16,3,2,0,0,15,5,D,1,1,0,4,A,-1,1,30,20,cleanP1_2324
1514,P1,2024-05-11,15:30,Vizela,Estrela,4,0,H,1,0,H,15,10,7,3,4,7,16,11,3,2,0,0,15,5,H,3,0,4,4,H,1,1,30,20,cleanP1_2324
1515,P1,2024-05-11,18:00,Estoril,Sp Lisbon,0,1,A,0,0,D,7,19,1,5,2,9,16,10,2,1,0,0,18,5,A,0,3,-1,1,D,0,0,20,10,cleanP1_2324
1516,P1,2024-05-11,20:30,Guimaraes,Sp Braga,2,3,A,1,1,D,12,14,4,8,6,8,13,15,4,3,0,0,20,5,A,0,3,-1,5,D,0,2,40,30,cleanP1_2324
1517,P1,2024-05-12,15:30,Gil Vicente,Farense,2,0,H,2,0,H,9,16,6,3,4,4,12,11,4,0,0,0,15,6,H,3,0,2,2,H,2,2,40,0,cleanP1_2324
1518,P1,2024-05-12,18:00,Benfica,Arouca,5,0,H,3,0,H,17,6,9,1,3,3,10,14,2,2,0,0,18,6,H,3,0,5,5,H,3,3,20,20,cleanP1_2324
1519,P1,2024-05-12,18:00,Casa Pia,Moreirense,0,1,A,0,1,A,11,12,0,5,5,1,15,17,2,2,0,0,18,6,A,0,3,-1,1,A,-1,1,20,20,cleanP1_2324
1520,P1,2024-05-12,20:30,Porto,Boavista,2,1,H,0,0,D,20,3,4,2,11,2,14,12,2,9,0,1,20,6,H,3,0,1,3,D,0,0,20,115,cleanP1_2324
1522,P1,2024-05-17,20:45,Rio Ave,Benfica,1,1,D,0,1,A,8,15,3,7,2,8,13,12,4,2,0,0,20,4,D,1,1,0,2,A,-1,1,40,20,cleanP1_2324
1521,P1,2024-05-17,18:45,Famalicao,Casa Pia,1,2,A,1,1,D,13,10,5,5,3,5,11,14,4,5,0,0,18,4,A,0,3,-1,3,D,0,2,40,50,cleanP1_2324
1523,P1,2024-05-18,15:30,Arouca,Guimaraes,1,3,A,1,0,H,5,9,2,4,3,7,13,19,3,5,0,0,15,5,A,0,3,-2,4,H,1,1,30,50,cleanP1_2324
1524,P1,2024-05-18,15:30,Boavista,Vizela,2,2,D,0,1,A,15,14,5,4,9,2,17,7,4,1,0,0,15,5,D,1,1,0,4,A,-1,1,40,10,cleanP1_2324
1525,P1,2024-05-18,15:30,Estrela,Gil Vicente,1,0,H,1,0,H,6,5,2,2,4,3,17,13,3,0,0,0,15,5,H,3,0,1,1,H,1,1,30,0,cleanP1_2324
1526,P1,2024-05-18,15:30,Farense,Portimonense,1,3,A,0,2,A,7,15,3,6,2,4,14,14,3,1,1,1,15,5,A,0,3,-2,4,A,-2,2,55,35,cleanP1_2324
1527,P1,2024-05-18,18:00,Moreirense,Estoril,2,1,H,1,0,H,13,9,3,2,2,6,8,8,0,0,0,0,18,5,H,3,0,1,3,H,1,1,0,0,cleanP1_2324
1528,P1,2024-05-18,18:00,Sp Lisbon,Chaves,3,0,H,2,0,H,15,10,7,0,5,3,16,7,2,1,0,1,18,5,H,3,0,3,3,H,2,2,20,35,cleanP1_2324
1529,P1,2024-05-18,20:30,Sp Braga,Porto,0,1,A,0,0,D,4,19,1,5,4,8,13,11,4,1,1,0,20,5,A,0,3,-1,1,D,0,0,65,10,cleanP1_2324
1530,P1,2024-08-09,20:15,Sp Lisbon,Rio Ave,3,1,H,2,0,H,23,3,6,1,6,1,9,14,2,2,0,0,20,4,H,3,0,2,4,H,2,2,20,20,cleanP1_2425
1531,P1,2024-08-10,15:30,AVS,Nacional,1,1,D,0,1,A,17,6,3,2,4,2,8,13,1,1,0,0,15,5,D,1,1,0,2,A,-1,1,10,10,cleanP1_2425
1533,P1,2024-08-10,20:30,Porto,Gil Vicente,3,0,H,1,0,H,16,3,7,2,6,2,18,10,0,3,0,1,20,5,H,3,0,3,3,H,1,1,0,55,cleanP1_2425
1532,P1,2024-08-10,18:00,Casa Pia,Boavista,0,1,A,0,0,D,15,5,4,2,3,1,12,6,2,1,0,0,18,5,A,0,3,-1,1,D,0,0,20,10,cleanP1_2425
1537,P1,2024-08-11,20:30,Sp Braga,Estrela,1,1,D,0,0,D,13,6,5,4,13,4,14,9,3,5,0,0,20,6,D,1,1,0,2,D,0,0,30,50,cleanP1_2425
1536,P1,2024-08-11,18:00,Farense,Moreirense,1,2,A,0,1,A,10,10,5,6,5,4,14,11,0,4,0,1,18,6,A,0,3,-1,3,A,-1,1,0,65,cleanP1_2425
1535,P1,2024-08-11,18:00,Famalicao,Benfica,2,0,H,1,0,H,9,10,5,1,0,7,8,13,3,4,0,0,18,6,H,3,0,2,2,H,1,1,30,40,cleanP1_2425
1534,P1,2024-08-11,15:30,Estoril,Santa Clara,1,4,A,1,1,D,4,9,2,8,1,3,11,20,6,3,0,0,15,6,A,0,3,-3,5,D,0,2,60,30,cleanP1_2425
1538,P1,2024-08-12,20:15,Arouca,Guimaraes,0,1,A,0,1,A,8,11,0,4,6,5,13,11,7,2,1,0,20,0,A,0,3,-1,1,A,-1,1,95,20,cleanP1_2425
1539,P1,2024-08-16,17:00,Santa Clara,Porto,0,2,A,0,2,A,5,8,2,6,2,2,19,12,2,3,1,0,17,4,A,0,3,-2,2,A,-2,2,45,30,cleanP1_2425
1540,P1,2024-08-16,20:15,Gil Vicente,AVS,4,2,H,2,2,D,16,10,6,5,2,3,6,12,1,4,0,1,20,4,H,3,0,2,6,D,0,4,10,65,cleanP1_2425
1541,P1,2024-08-17,15:30,Rio Ave,Farense,1,0,H,1,0,H,9,14,3,4,7,14,8,16,0,1,0,0,15,5,H,3,0,1,1,H,1,1,0,10,cleanP1_2425
1542,P1,2024-08-17,18:00,Nacional,Sp Lisbon,1,6,A,1,2,A,12,20,6,10,4,3,9,10,1,1,0,0,18,5,A,0,3,-5,7,A,-1,3,10,10,cleanP1_2425
1543,P1,2024-08-17,20:30,Benfica,Casa Pia,3,0,H,0,0,D,26,5,7,1,12,2,6,14,0,1,0,0,20,5,H,3,0,3,3,D,0,0,0,10,cleanP1_2425
1546,P1,2024-08-18,20:30,Boavista,Sp Braga,0,1,A,0,1,A,7,12,1,3,3,8,8,9,3,1,0,0,20,6,A,0,3,-1,1,A,-1,1,30,10,cleanP1_2425
1544,P1,2024-08-18,15:30,Moreirense,Arouca,3,1,H,2,1,H,14,15,6,3,7,5,14,12,1,2,0,0,15,6,H,3,0,2,4,H,1,3,10,20,cleanP1_2425
1545,P1,2024-08-18,18:00,Guimaraes,Estoril,1,0,H,1,0,H,14,3,5,1,9,3,15,17,2,1,0,0,18,6,H,3,0,1,1,H,1,1,20,10,cleanP1_2425
1547,P1,2024-08-19,20:15,Estrela,Famalicao,0,3,A,0,1,A,8,11,2,8,2,4,10,10,3,1,0,0,20,0,A,0,3,-3,3,A,-1,1,30,10,cleanP1_2425
1548,P1,2024-08-23,20:15,Farense,Sp Lisbon,0,5,A,0,2,A,4,28,1,8,1,5,18,5,4,1,0,0,20,4,A,0,3,-5,5,A,-2,2,40,10,cleanP1_2425
1549,P1,2024-08-24,15:30,Casa Pia,Santa Clara,0,2,A,0,0,D,10,7,3,4,7,1,14,21,4,4,1,0,15,5,A,0,3,-2,2,D,0,0,65,40,cleanP1_2425
1550,P1,2024-08-24,18:00,Porto,Rio Ave,2,0,H,2,0,H,23,0,12,0,9,3,14,15,0,2,0,1,18,5,H,3,0,2,2,H,2,2,0,45,cleanP1_2425
1551,P1,2024-08-24,20:30,Benfica,Estrela,1,0,H,1,0,H,16,5,9,0,12,2,19,12,4,3,0,0,20,5,H,3,0,1,1,H,1,1,40,30,cleanP1_2425
1552,P1,2024-08-24,20:30,Famalicao,Boavista,1,0,H,1,0,H,10,5,4,2,7,3,18,16,1,3,0,0,20,5,H,3,0,1,1,H,1,1,10,30,cleanP1_2425
1553,P1,2024-08-25,15:30,Arouca,Nacional,1,0,H,1,0,H,10,11,4,1,9,2,17,11,2,6,0,0,15,6,H,3,0,1,1,H,1,1,20,60,cleanP1_2425
1554,P1,2024-08-25,18:00,Estoril,Gil Vicente,0,0,D,0,0,D,12,10,2,4,8,1,19,6,4,1,0,0,18,6,D,1,1,0,0,D,0,0,40,10,cleanP1_2425
1555,P1,2024-08-25,20:30,AVS,Guimaraes,1,0,H,0,0,D,9,13,2,5,3,6,15,13,3,3,0,0,20,6,H,3,0,1,1,D,0,0,30,30,cleanP1_2425
1556,P1,2024-08-25,20:30,Sp Braga,Moreirense,3,1,H,1,0,H,19,12,7,5,6,1,11,7,0,2,0,0,20,6,H,3,0,2,4,H,1,1,0,20,cleanP1_2425
1557,P1,2024-08-30,20:15,Moreirense,Benfica,1,1,D,0,0,D,8,12,6,4,0,8,17,7,3,5,0,0,20,4,D,1,1,0,2,D,0,0,30,50,cleanP1_2425
1561,P1,2024-08-31,20:30,Sp Lisbon,Porto,2,0,H,0,0,D,11,8,4,2,2,3,14,18,1,5,0,0,20,5,H,3,0,2,2,D,0,0,10,50,cleanP1_2425
1560,P1,2024-08-31,18:00,Estrela,Casa Pia,0,1,A,0,0,D,14,15,4,6,2,7,9,22,1,1,0,0,18,5,A,0,3,-1,1,D,0,0,10,10,cleanP1_2425
1558,P1,2024-08-31,15:30,Santa Clara,AVS,2,1,H,1,1,D,15,9,6,2,3,2,12,9,1,2,0,0,15,5,H,3,0,1,3,D,0,2,10,20,cleanP1_2425
1559,P1,2024-08-31,18:00,Boavista,Estoril,0,0,D,0,0,D,19,7,5,1,8,3,12,19,2,5,0,0,18,5,D,1,1,0,0,D,0,0,20,50,cleanP1_2425
1565,P1,2024-09-01,20:30,Guimaraes,Famalicao,2,1,H,1,1,D,8,8,4,4,5,7,18,12,5,3,0,0,20,6,H,3,0,1,3,D,0,2,50,30,cleanP1_2425
1564,P1,2024-09-01,20:30,Gil Vicente,Sp Braga,0,0,D,0,0,D,10,8,5,2,4,5,8,18,4,1,0,0,20,6,D,1,1,0,0,D,0,0,40,10,cleanP1_2425
1562,P1,2024-09-01,15:30,Nacional,Farense,2,0,H,1,0,H,17,14,4,2,4,4,19,16,3,3,0,0,15,6,H,3,0,2,2,H,1,1,30,30,cleanP1_2425
1563,P1,2024-09-01,18:00,Rio Ave,Arouca,1,0,H,1,0,H,11,13,3,3,8,8,16,19,1,3,0,0,18,6,H,3,0,1,1,H,1,1,10,30,cleanP1_2425
1566,P1,2024-09-13,20:15,Arouca,Sp Lisbon,0,3,A,0,1,A,6,21,2,6,2,8,14,11,3,0,0,0,20,4,A,0,3,-3,3,A,-1,1,30,0,cleanP1_2425
1567,P1,2024-09-14,15:30,Casa Pia,Moreirense,3,1,H,0,1,A,16,12,4,2,4,5,23,10,5,2,0,0,15,5,H,3,0,2,4,A,-1,1,50,20,cleanP1_2425
1568,P1,2024-09-14,18:00,AVS,Rio Ave,1,0,H,0,0,D,11,17,3,3,4,11,13,12,4,2,0,0,18,5,H,3,0,1,1,D,0,0,40,20,cleanP1_2425
1569,P1,2024-09-14,20:30,Benfica,Santa Clara,4,1,H,2,1,H,15,6,7,2,5,1,14,7,1,3,0,0,20,5,H,3,0,3,5,H,1,3,10,30,cleanP1_2425
1570,P1,2024-09-14,20:30,Famalicao,Gil Vicente,1,1,D,1,0,H,13,8,4,3,8,1,11,16,1,0,0,0,20,5,D,1,1,0,2,H,1,1,10,0,cleanP1_2425
1571,P1,2024-09-15,15:30,Porto,Farense,2,1,H,0,0,D,23,12,11,5,11,0,7,19,2,3,0,0,15,6,H,3,0,1,3,D,0,0,20,30,cleanP1_2425
1572,P1,2024-09-15,18:00,Estoril,Nacional,1,0,H,1,0,H,11,15,3,3,3,4,22,14,2,1,0,1,18,6,H,3,0,1,1,H,1,1,20,35,cleanP1_2425
1573,P1,2024-09-15,20:30,Sp Braga,Guimaraes,0,2,A,0,0,D,5,10,2,4,6,4,20,17,3,3,1,0,20,6,A,0,3,-2,2,D,0,0,55,30,cleanP1_2425
1574,P1,2024-09-16,20:15,Estrela,Boavista,2,2,D,1,2,A,20,12,3,4,9,2,8,17,3,4,0,0,20,0,D,1,1,0,4,A,-1,3,30,40,cleanP1_2425
1575,P1,2024-09-20,20:15,Nacional,Sp Braga,0,3,A,0,0,D,12,15,2,5,6,6,12,17,3,3,0,0,20,4,A,0,3,-3,3,D,0,0,30,30,cleanP1_2425
1579,P1,2024-09-21,20:30,Moreirense,Famalicao,0,0,D,0,0,D,8,6,3,1,4,3,24,15,5,3,0,0,20,5,D,1,1,0,0,D,0,0,50,30,cleanP1_2425
1578,P1,2024-09-21,18:00,Guimaraes,Porto,0,3,A,0,0,D,6,12,1,4,5,6,7,18,4,4,0,0,18,5,A,0,3,-3,3,D,0,0,40,40,cleanP1_2425
1577,P1,2024-09-21,15:30,Santa Clara,Estrela,1,0,H,0,0,D,8,11,4,4,3,8,17,18,2,3,0,0,15,5,H,3,0,1,1,D,0,0,20,30,cleanP1_2425
1576,P1,2024-09-21,15:30,Rio Ave,Estoril,2,2,D,1,0,H,15,8,7,3,7,4,16,9,2,2,0,0,15,5,D,1,1,0,4,H,1,1,20,20,cleanP1_2425
1580,P1,2024-09-22,15:30,Gil Vicente,Casa Pia,1,1,D,1,0,H,15,8,4,4,9,2,7,24,2,5,0,0,15,6,D,1,1,0,2,H,1,1,20,50,cleanP1_2425
1581,P1,2024-09-22,18:00,Farense,Arouca,0,1,A,0,1,A,16,11,2,2,10,6,22,16,1,4,0,0,18,6,A,0,3,-1,1,A,-1,1,10,40,cleanP1_2425
1582,P1,2024-09-22,20:30,Sp Lisbon,AVS,3,0,H,2,0,H,22,3,9,0,9,1,11,12,0,3,0,0,20,6,H,3,0,3,3,H,2,2,0,30,cleanP1_2425
1583,P1,2024-09-23,20:15,Boavista,Benfica,0,3,A,0,2,A,7,16,3,9,4,5,9,9,2,0,0,0,20,0,A,0,3,-3,3,A,-2,2,20,0,cleanP1_2425
1584,P1,2024-09-27,20:15,Estoril,Sp Lisbon,0,3,A,0,2,A,5,22,2,5,1,14,13,8,2,0,0,0,20,4,A,0,3,-3,3,A,-2,2,20,0,cleanP1_2425
1585,P1,2024-09-28,15:30,Estrela,Moreirense,2,1,H,2,0,H,4,13,2,2,2,7,27,18,3,3,0,1,15,5,H,3,0,1,3,H,2,2,30,55,cleanP1_2425
1586,P1,2024-09-28,18:00,Casa Pia,Guimaraes,1,1,D,1,0,H,9,19,4,7,7,9,13,9,2,0,0,0,18,5,D,1,1,0,2,H,1,1,20,0,cleanP1_2425
1587,P1,2024-09-28,20:30,Benfica,Gil Vicente,5,1,H,2,1,H,18,10,6,4,11,2,10,6,1,2,0,0,20,5,H,3,0,4,6,H,1,3,10,20,cleanP1_2425
1591,P1,2024-09-29,20:30,Sp Braga,Rio Ave,4,0,H,2,0,H,18,13,8,4,4,5,13,11,0,2,0,0,20,6,H,3,0,4,4,H,2,2,0,20,cleanP1_2425
1589,P1,2024-09-29,18:00,Porto,Arouca,4,0,H,0,0,D,26,4,7,0,8,2,17,7,2,3,0,1,18,6,H,3,0,4,4,D,0,0,20,55,cleanP1_2425
1588,P1,2024-09-29,15:30,Famalicao,Nacional,0,0,D,0,0,D,16,11,5,4,8,4,13,22,1,4,0,0,15,6,D,1,1,0,0,D,0,0,10,40,cleanP1_2425
1590,P1,2024-09-29,20:30,Santa Clara,Boavista,1,0,H,1,0,H,15,4,5,2,3,0,11,9,4,3,0,0,20,6,H,3,0,1,1,H,1,1,40,30,cleanP1_2425
1592,P1,2024-09-30,20:15,AVS,Farense,0,0,D,0,0,D,12,9,1,3,6,3,14,11,4,3,0,0,20,0,D,1,1,0,0,D,0,0,40,30,cleanP1_2425
1593,P1,2024-10-04,20:15,Rio Ave,Famalicao,1,1,D,0,0,D,15,8,6,3,11,7,17,13,4,3,0,0,20,4,D,1,1,0,2,D,0,0,40,30,cleanP1_2425
1594,P1,2024-10-05,15:30,Gil Vicente,Estrela,3,0,H,2,0,H,6,11,5,2,0,8,14,15,2,1,0,0,15,5,H,3,0,3,3,H,2,2,20,10,cleanP1_2425
1595,P1,2024-10-05,15:30,Moreirense,Santa Clara,1,0,H,0,0,D,11,12,2,3,1,7,10,14,0,0,0,0,15,5,H,3,0,1,1,D,0,0,0,0,cleanP1_2425
1596,P1,2024-10-05,18:00,Arouca,AVS,1,1,D,1,0,H,10,16,2,2,5,7,9,12,3,2,0,0,18,5,D,1,1,0,2,H,1,1,30,20,cleanP1_2425
1597,P1,2024-10-05,20:30,Sp Lisbon,Casa Pia,2,0,H,1,0,H,22,5,6,3,5,3,9,12,1,2,0,0,20,5,H,3,0,2,2,H,1,1,10,20,cleanP1_2425
1600,P1,2024-10-06,20:30,Porto,Sp Braga,2,1,H,1,0,H,6,17,3,3,1,5,14,9,2,2,0,0,20,6,H,3,0,1,3,H,1,1,20,20,cleanP1_2425
1598,P1,2024-10-06,15:30,Farense,Estoril,1,0,H,0,0,D,15,7,2,2,5,4,18,11,4,3,0,0,15,6,H,3,0,1,1,D,0,0,40,30,cleanP1_2425
1599,P1,2024-10-06,15:30,Guimaraes,Boavista,2,2,D,1,0,H,12,8,4,5,6,5,18,16,4,5,0,0,15,6,D,1,1,0,4,H,1,1,40,50,cleanP1_2425
1602,P1,2024-10-25,20:45,Santa Clara,Gil Vicente,2,1,H,2,1,H,15,10,3,1,6,4,16,17,2,4,0,0,20,4,H,3,0,1,3,H,1,3,20,40,cleanP1_2425
1601,P1,2024-10-25,18:45,Casa Pia,Nacional,1,0,H,1,0,H,14,19,5,6,7,7,17,12,3,3,0,0,18,4,H,3,0,1,1,H,1,1,30,30,cleanP1_2425
1603,P1,2024-10-26,15:30,Estoril,Arouca,4,1,H,2,1,H,12,13,5,4,6,9,19,14,4,2,0,0,15,5,H,3,0,3,5,H,1,3,40,20,cleanP1_2425
1604,P1,2024-10-26,18:00,Boavista,Moreirense,0,2,A,0,1,A,10,17,3,8,4,3,17,14,1,3,0,0,18,5,A,0,3,-2,2,A,-1,1,10,30,cleanP1_2425
1605,P1,2024-10-26,20:30,Famalicao,Sp Lisbon,0,3,A,0,0,D,6,33,1,13,4,8,7,10,1,1,0,0,20,5,A,0,3,-3,3,D,0,0,10,10,cleanP1_2425
1606,P1,2024-10-27,15:30,Sp Braga,Farense,2,0,H,1,0,H,18,4,6,2,10,3,12,12,1,2,0,0,15,6,H,3,0,2,2,H,1,1,10,20,cleanP1_2425
1607,P1,2024-10-27,18:00,Benfica,Rio Ave,5,0,H,3,0,H,29,4,14,0,8,2,12,10,1,1,0,0,18,6,H,3,0,5,5,H,3,3,10,10,cleanP1_2425
1608,P1,2024-10-27,20:30,Estrela,Guimaraes,2,2,D,1,1,D,7,10,2,3,3,4,17,17,2,3,0,0,20,6,D,1,1,0,4,D,0,2,20,30,cleanP1_2425
1609,P1,2024-10-28,20:15,AVS,Porto,0,5,A,0,4,A,5,12,1,7,2,3,8,11,2,1,0,0,20,0,A,0,3,-5,5,A,-4,4,20,10,cleanP1_2425
1610,P1,2024-11-01,20:15,Sp Lisbon,Estrela,5,1,H,3,1,H,20,9,8,5,12,2,13,15,0,0,0,0,20,4,H,3,0,4,6,H,2,4,0,0,cleanP1_2425
1612,P1,2024-11-02,18:00,Farense,Benfica,1,2,A,1,1,D,9,18,4,7,3,8,10,5,1,0,0,0,18,5,A,0,3,-1,3,D,0,2,10,0,cleanP1_2425
1613,P1,2024-11-02,20:30,Gil Vicente,Boavista,1,2,A,0,0,D,17,13,2,5,7,2,14,11,3,2,0,0,20,5,A,0,3,-1,3,D,0,0,30,20,cleanP1_2425
1611,P1,2024-11-02,15:30,Rio Ave,Casa Pia,2,2,D,2,2,D,13,10,5,2,3,2,14,19,3,3,0,0,15,5,D,1,1,0,4,D,0,4,30,30,cleanP1_2425
1615,P1,2024-11-03,18:00,Arouca,Sp Braga,1,2,A,0,1,A,13,16,3,3,12,4,10,15,3,2,0,0,18,6,A,0,3,-1,3,A,-1,1,30,20,cleanP1_2425
