,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
120,P1,2019-12-14,20:30,Setubal,Aves,1,0,H,0,0,D,11,11,2,5,7,6,19,18,4,3,0,0,20,5,H,3,0,1,1,D,0,0,40,30,cleanP1_1920
121,P1,2019-12-15,15:00,Moreirense,Belenenses,2,1,H,0,1,A,13,8,7,2,8,3,18,15,1,5,0,1,15,6,H,3,0,1,3,A,-1,1,10,75,cleanP1_1920
122,P1,2019-12-15,17:30,Gil Vicente,Guimaraes,2,2,D,2,0,H,6,16,4,7,3,7,15,17,4,1,0,0,17,6,D,1,1,0,4,H,2,2,40,10,cleanP1_1920
123,P1,2019-12-15,20:00,Sp Braga,Pacos Ferreira,0,1,A,0,1,A,23,3,5,1,10,3,14,22,1,5,0,0,20,6,A,0,3,-1,1,A,-1,1,10,50,cleanP1_1920
124,P1,2019-12-16,19:00,Santa Clara,Sp Lisbon,0,4,A,0,1,A,12,19,3,7,2,8,12,6,1,1,0,0,19,0,A,0,3,-4,4,A,-1,1,10,10,cleanP1_1920
125,P1,2019-12-16,20:15,Porto,Tondela,3,0,H,2,0,H,12,2,5,0,8,0,16,9,0,0,0,0,20,0,H,3,0,3,3,H,2,2,0,0,cleanP1_1920
129,P1,2020-01-04,20:30,Guimaraes,Benfica,0,1,A,0,1,A,11,4,5,3,6,7,12,15,4,3,1,0,20,5,A,0,3,-1,1,A,-1,1,65,30,cleanP1_1920
128,P1,2020-01-04,18:00,Belenenses,Sp Braga,1,7,A,1,4,A,3,18,2,15,2,4,11,13,4,1,1,0,18,5,A,0,3,-6,8,A,-3,5,65,10,cleanP1_1920
127,P1,2020-01-04,15:30,Boavista,Portimonense,1,1,D,0,0,D,5,6,2,5,4,5,16,15,1,2,0,0,15,5,D,1,1,0,2,D,0,0,10,20,cleanP1_1920
126,P1,2020-01-04,15:30,Aves,Santa Clara,0,1,A,0,0,D,10,3,4,3,7,9,16,10,4,2,0,0,15,5,A,0,3,-1,1,D,0,0,40,20,cleanP1_1920
130,P1,2020-01-05,15:00,Pacos Ferreira,Moreirense,1,0,H,1,0,H,6,5,3,1,2,5,20,16,4,4,0,0,15,6,H,3,0,1,1,H,1,1,40,40,cleanP1_1920
131,P1,2020-01-05,15:00,Rio Ave,Maritimo,0,1,A,0,0,D,6,6,3,3,3,2,11,25,1,5,0,0,15,6,A,0,3,-1,1,D,0,0,10,50,cleanP1_1920
132,P1,2020-01-05,15:00,Tondela,Gil Vicente,1,1,D,1,1,D,7,10,1,9,3,5,19,21,2,2,0,0,15,6,D,1,1,0,2,D,0,2,20,20,cleanP1_1920
133,P1,2020-01-05,17:30,Sp Lisbon,Porto,1,2,A,1,1,D,11,9,2,7,4,3,21,16,5,5,0,0,17,6,A,0,3,-1,3,D,0,2,50,50,cleanP1_1920
134,P1,2020-01-05,20:00,Famalicao,Setubal,3,0,H,1,0,H,13,4,7,2,3,2,24,13,2,1,0,0,20,6,H,3,0,3,3,H,1,1,20,10,cleanP1_1920
135,P1,2020-01-10,19:00,Benfica,Aves,2,1,H,0,1,A,28,6,11,3,17,2,12,11,4,2,0,0,19,4,H,3,0,1,3,A,-1,1,40,20,cleanP1_1920
136,P1,2020-01-10,19:00,Santa Clara,Rio Ave,0,1,A,0,0,D,8,5,4,3,3,4,12,22,2,3,0,0,19,4,A,0,3,-1,1,D,0,0,20,30,cleanP1_1920
137,P1,2020-01-10,21:15,Moreirense,Porto,2,4,A,2,2,D,8,14,5,6,4,7,11,11,2,4,0,1,21,4,A,0,3,-2,6,D,0,4,20,65,cleanP1_1920
138,P1,2020-01-11,15:30,Portimonense,Pacos Ferreira,0,0,D,0,0,D,8,2,4,0,3,4,18,21,2,3,0,0,15,5,D,1,1,0,0,D,0,0,20,30,cleanP1_1920
139,P1,2020-01-11,18:00,Boavista,Famalicao,0,1,A,0,0,D,9,8,3,5,8,5,17,25,5,4,1,1,18,5,A,0,3,-1,1,D,0,0,75,65,cleanP1_1920
140,P1,2020-01-11,20:30,Setubal,Sp Lisbon,1,3,A,0,2,A,10,9,2,5,3,5,7,13,3,3,0,0,20,5,A,0,3,-2,4,A,-2,2,30,30,cleanP1_1920
143,P1,2020-01-12,20:00,Sp Braga,Tondela,2,1,H,0,1,A,17,6,6,2,9,1,10,10,4,3,0,0,20,6,H,3,0,1,3,A,-1,1,40,30,cleanP1_1920
142,P1,2020-01-12,17:30,Maritimo,Guimaraes,0,0,D,0,0,D,4,15,1,9,3,16,19,16,1,2,0,0,17,6,D,1,1,0,0,D,0,0,10,20,cleanP1_1920
141,P1,2020-01-12,15:00,Gil Vicente,Belenenses,2,0,H,0,0,D,9,4,7,2,5,5,16,20,0,0,0,0,15,6,H,3,0,2,2,D,0,0,0,0,cleanP1_1920
144,P1,2020-01-17,19:00,Porto,Sp Braga,1,2,A,0,1,A,7,2,3,1,10,5,21,14,5,6,0,0,19,4,A,0,3,-1,3,A,-1,1,50,60,cleanP1_1920
145,P1,2020-01-17,21:15,Sp Lisbon,Benfica,0,2,A,0,0,D,10,9,6,4,6,3,17,11,4,4,0,0,21,4,A,0,3,-2,2,D,0,0,40,40,cleanP1_1920
146,P1,2020-01-18,15:30,Aves,Portimonense,3,0,H,0,0,D,12,9,7,1,5,7,12,12,3,3,0,0,15,5,H,3,0,3,3,D,0,0,30,30,cleanP1_1920
147,P1,2020-01-18,15:30,Guimaraes,Santa Clara,1,0,H,0,0,D,15,3,5,1,5,4,15,21,4,5,0,0,15,5,H,3,0,1,1,D,0,0,40,50,cleanP1_1920
148,P1,2020-01-18,18:00,Tondela,Moreirense,1,1,D,0,0,D,16,5,4,1,2,2,11,21,1,3,0,0,18,5,D,1,1,0,2,D,0,0,10,30,cleanP1_1920
149,P1,2020-01-18,20:30,Belenenses,Setubal,0,1,A,0,1,A,10,7,1,4,9,3,16,19,2,5,0,0,20,5,A,0,3,-1,1,A,-1,1,20,50,cleanP1_1920
150,P1,2020-01-19,15:00,Pacos Ferreira,Gil Vicente,0,0,D,0,0,D,8,8,5,3,7,4,16,13,1,1,0,0,15,6,D,1,1,0,0,D,0,0,10,10,cleanP1_1920
151,P1,2020-01-19,17:30,Famalicao,Maritimo,1,1,D,0,1,A,17,4,6,2,6,2,20,14,2,5,0,0,17,6,D,1,1,0,2,A,-1,1,20,50,cleanP1_1920
152,P1,2020-01-19,20:00,Rio Ave,Boavista,2,0,H,2,0,H,3,6,2,2,4,5,15,21,1,4,0,0,20,6,H,3,0,2,2,H,2,2,10,40,cleanP1_1920
157,P1,2020-01-26,20:00,Aves,Boavista,0,1,A,0,1,A,3,9,2,3,4,4,15,24,4,5,0,0,20,6,A,0,3,-1,1,A,-1,1,40,50,cleanP1_1920
155,P1,2020-01-26,15:00,Tondela,Setubal,0,3,A,0,2,A,12,5,6,4,11,2,17,16,1,2,0,0,15,6,A,0,3,-3,3,A,-2,2,10,20,cleanP1_1920
156,P1,2020-01-26,17:30,Pacos Ferreira,Benfica,0,2,A,0,1,A,6,11,2,6,6,7,17,16,3,2,0,0,17,6,A,0,3,-2,2,A,-1,1,30,20,cleanP1_1920
153,P1,2020-01-26,15:00,Belenenses,Portimonense,2,1,H,1,0,H,9,13,4,6,2,6,13,13,1,2,0,0,15,6,H,3,0,1,3,H,1,1,10,20,cleanP1_1920
154,P1,2020-01-26,15:00,Famalicao,Santa Clara,0,1,A,0,1,A,11,5,1,2,12,7,14,14,2,4,0,0,15,6,A,0,3,-1,1,A,-1,1,20,40,cleanP1_1920
158,P1,2020-01-27,18:45,Guimaraes,Rio Ave,1,2,A,0,2,A,14,5,7,3,14,1,14,18,0,4,0,0,18,0,A,0,3,-1,3,A,-2,2,0,40,cleanP1_1920
159,P1,2020-01-27,21:00,Sp Lisbon,Maritimo,1,0,H,0,0,D,14,4,5,2,12,3,14,14,2,3,0,0,21,0,H,3,0,1,1,D,0,0,20,30,cleanP1_1920
160,P1,2020-01-28,20:15,Porto,Gil Vicente,2,1,H,1,1,D,6,6,2,2,5,2,24,24,2,3,0,1,20,1,H,3,0,1,3,D,0,2,20,55,cleanP1_1920
161,P1,2020-01-29,20:15,Moreirense,Sp Braga,1,2,A,0,2,A,6,11,4,6,2,6,14,15,3,3,0,1,20,2,A,0,3,-1,3,A,-2,2,30,55,cleanP1_1920
162,P1,2020-01-31,19:00,Benfica,Belenenses,3,2,H,2,0,H,12,15,6,5,10,9,8,11,2,4,0,0,19,4,H,3,0,1,5,H,2,2,20,40,cleanP1_1920
163,P1,2020-01-31,21:15,Rio Ave,Famalicao,2,2,D,0,2,A,7,17,3,7,4,6,13,20,4,3,0,0,21,4,D,1,1,0,4,A,-2,2,40,30,cleanP1_1920
164,P1,2020-02-01,15:30,Portimonense,Tondela,0,1,A,0,1,A,11,9,4,2,4,2,18,13,3,3,0,0,15,5,A,0,3,-1,1,A,-1,1,30,30,cleanP1_1920
165,P1,2020-02-01,18:00,Setubal,Porto,0,4,A,0,2,A,7,20,2,6,3,5,13,11,1,2,0,0,18,5,A,0,3,-4,4,A,-2,2,10,20,cleanP1_1920
169,P1,2020-02-02,17:30,Sp Braga,Sp Lisbon,1,0,H,0,0,D,13,15,8,9,5,9,15,14,4,7,0,0,17,6,H,3,0,1,1,D,0,0,40,70,cleanP1_1920
166,P1,2020-02-02,15:00,Gil Vicente,Moreirense,1,5,A,0,2,A,9,10,5,6,10,1,6,19,1,2,0,0,15,6,A,0,3,-4,6,A,-2,2,10,20,cleanP1_1920
167,P1,2020-02-02,15:00,Maritimo,Aves,1,2,A,1,1,D,11,9,4,2,8,2,19,13,2,3,0,0,15,6,A,0,3,-1,3,D,0,2,20,30,cleanP1_1920
168,P1,2020-02-02,17:30,Santa Clara,Pacos Ferreira,2,1,H,0,0,D,10,7,4,2,3,2,12,16,2,4,0,0,17,6,H,3,0,1,3,D,0,0,20,40,cleanP1_1920
170,P1,2020-02-02,20:00,Boavista,Guimaraes,2,0,H,1,0,H,9,18,5,8,1,11,21,14,5,2,0,0,20,6,H,3,0,2,2,H,1,1,50,20,cleanP1_1920
171,P1,2020-02-07,20:30,Pacos Ferreira,Boavista,0,1,A,0,1,A,20,7,5,3,13,2,16,20,2,4,0,0,20,4,A,0,3,-1,1,A,-1,1,20,40,cleanP1_1920
172,P1,2020-02-08,15:30,Belenenses,Santa Clara,0,2,A,0,2,A,13,9,1,3,7,8,10,23,0,2,0,0,15,5,A,0,3,-2,2,A,-2,2,0,20,cleanP1_1920
173,P1,2020-02-08,15:30,Famalicao,Guimaraes,0,7,A,0,2,A,6,19,3,10,1,6,11,14,2,3,1,0,15,5,A,0,3,-7,7,A,-2,2,45,30,cleanP1_1920
174,P1,2020-02-08,18:00,Sp Braga,Gil Vicente,2,2,D,2,0,H,10,13,7,7,3,6,8,18,2,4,1,0,18,5,D,1,1,0,4,H,2,2,45,40,cleanP1_1920
175,P1,2020-02-08,20:30,Porto,Benfica,3,2,H,3,1,H,17,9,4,3,4,4,12,19,4,6,0,0,20,5,H,3,0,1,5,H,2,4,40,60,cleanP1_1920
176,P1,2020-02-09,15:00,Moreirense,Setubal,1,1,D,0,1,A,19,8,6,1,8,4,16,21,2,4,0,0,15,6,D,1,1,0,2,A,-1,1,20,40,cleanP1_1920
177,P1,2020-02-09,15:00,Tondela,Maritimo,0,0,D,0,0,D,10,10,1,5,3,4,23,28,1,3,0,0,15,6,D,1,1,0,0,D,0,0,10,30,cleanP1_1920
178,P1,2020-02-09,17:30,Sp Lisbon,Portimonense,2,1,H,1,1,D,20,10,4,3,3,2,9,18,1,1,0,0,17,6,H,3,0,1,3,D,0,2,10,10,cleanP1_1920
179,P1,2020-02-09,20:00,Aves,Rio Ave,0,4,A,0,1,A,7,12,2,6,5,10,15,17,5,1,1,0,20,6,A,0,3,-4,4,A,-1,1,75,10,cleanP1_1920
180,P1,2020-02-14,20:30,Setubal,Gil Vicente,1,2,A,0,1,A,7,7,2,3,5,3,18,17,1,3,0,0,20,4,A,0,3,-1,3,A,-1,1,10,30,cleanP1_1920
181,P1,2020-02-15,15:30,Portimonense,Moreirense,1,1,D,1,1,D,12,9,3,2,8,4,20,18,1,1,0,0,15,5,D,1,1,0,2,D,0,2,10,10,cleanP1_1920
182,P1,2020-02-15,15:30,Santa Clara,Tondela,1,0,H,0,0,D,16,6,3,1,8,4,17,14,1,2,0,0,15,5,H,3,0,1,1,D,0,0,10,20,cleanP1_1920
183,P1,2020-02-15,18:00,Benfica,Sp Braga,0,1,A,0,1,A,10,12,3,7,3,6,21,16,2,5,0,0,18,5,A,0,3,-1,1,A,-1,1,20,50,cleanP1_1920
184,P1,2020-02-15,20:30,Rio Ave,Sp Lisbon,1,1,D,1,0,H,15,7,6,2,9,1,16,14,3,3,0,1,20,5,D,1,1,0,2,H,1,1,30,55,cleanP1_1920
188,P1,2020-02-16,20:00,Famalicao,Aves,1,1,D,0,0,D,17,12,7,4,10,5,20,10,6,1,1,0,20,6,D,1,1,0,2,D,0,0,85,10,cleanP1_1920
187,P1,2020-02-16,17:30,Guimaraes,Porto,1,2,A,0,1,A,13,8,3,1,4,5,14,17,0,2,0,0,17,6,A,0,3,-1,3,A,-1,1,0,20,cleanP1_1920
185,P1,2020-02-16,15:00,Boavista,Belenenses,1,2,A,0,1,A,19,11,4,4,9,6,16,13,1,2,0,1,15,6,A,0,3,-1,3,A,-1,1,10,45,cleanP1_1920
186,P1,2020-02-16,15:00,Maritimo,Pacos Ferreira,3,0,H,1,0,H,8,16,5,3,5,6,16,17,2,3,0,0,15,6,H,3,0,3,3,H,1,1,20,30,cleanP1_1920
189,P1,2020-02-21,20:30,Aves,Guimaraes,0,2,A,0,0,D,8,9,2,4,6,5,18,21,2,1,0,0,20,4,A,0,3,-2,2,D,0,0,20,10,cleanP1_1920
190,P1,2020-02-22,18:00,Tondela,Rio Ave,1,2,A,0,0,D,7,9,4,3,4,3,9,14,0,0,0,0,18,5,A,0,3,-1,3,D,0,0,0,0,cleanP1_1920
191,P1,2020-02-22,20:30,Belenenses,Maritimo,1,0,H,1,0,H,9,18,3,1,0,2,18,15,4,4,0,0,20,5,H,3,0,1,1,H,1,1,40,40,cleanP1_1920
192,P1,2020-02-23,15:00,Moreirense,Santa Clara,2,1,H,1,1,D,9,11,4,4,1,2,18,20,1,3,0,1,15,6,H,3,0,1,3,D,0,2,10,55,cleanP1_1920
193,P1,2020-02-23,15:00,Pacos Ferreira,Famalicao,2,1,H,0,0,D,9,11,4,5,4,3,23,13,5,3,1,1,15,6,H,3,0,1,3,D,0,0,75,55,cleanP1_1920
194,P1,2020-02-23,17:30,Sp Lisbon,Boavista,2,0,H,2,0,H,7,9,4,4,6,5,10,18,2,2,0,0,17,6,H,3,0,2,2,H,2,2,20,20,cleanP1_1920
195,P1,2020-02-23,20:00,Sp Braga,Setubal,3,1,H,0,0,D,23,6,7,4,13,4,15,11,3,4,0,0,20,6,H,3,0,2,4,D,0,0,30,40,cleanP1_1920
196,P1,2020-02-23,20:30,Porto,Portimonense,1,0,H,0,0,D,24,6,4,0,8,3,13,18,2,5,0,0,20,6,H,3,0,1,1,D,0,0,20,50,cleanP1_1920
197,P1,2020-02-24,19:30,Gil Vicente,Benfica,0,1,A,0,1,A,16,10,7,4,9,6,20,17,1,1,0,0,19,0,A,0,3,-1,1,A,-1,1,10,10,cleanP1_1920
198,P1,2020-02-28,20:30,Portimonense,Setubal,0,0,D,0,0,D,15,12,5,4,9,3,15,11,3,2,0,0,20,4,D,1,1,0,0,D,0,0,30,20,cleanP1_1920
200,P1,2020-02-29,20:30,Boavista,Gil Vicente,0,1,A,0,0,D,15,9,2,4,4,2,19,18,2,2,0,0,20,5,A,0,3,-1,1,D,0,0,20,20,cleanP1_1920
199,P1,2020-02-29,18:00,Rio Ave,Belenenses,0,0,D,0,0,D,10,5,2,0,12,1,13,19,3,5,0,0,18,5,D,1,1,0,0,D,0,0,30,50,cleanP1_1920
201,P1,2020-03-01,15:00,Aves,Pacos Ferreira,1,3,A,1,1,D,10,10,3,4,7,7,11,23,2,1,0,0,15,6,A,0,3,-2,4,D,0,2,20,10,cleanP1_1920
202,P1,2020-03-01,17:30,Maritimo,Sp Braga,1,2,A,0,1,A,12,18,3,6,5,8,14,17,4,3,0,0,17,6,A,0,3,-1,3,A,-1,1,40,30,cleanP1_1920
203,P1,2020-03-01,20:00,Guimaraes,Tondela,2,0,H,2,0,H,12,9,5,2,7,4,19,16,1,2,0,0,20,6,H,3,0,2,2,H,2,2,10,20,cleanP1_1920
204,P1,2020-03-02,19:30,Santa Clara,Porto,0,2,A,0,1,A,11,7,1,2,2,3,17,15,2,3,0,0,19,0,A,0,3,-2,2,A,-1,1,20,30,cleanP1_1920
205,P1,2020-03-02,20:45,Benfica,Moreirense,1,1,D,0,0,D,26,7,9,1,10,0,13,15,1,3,0,0,20,0,D,1,1,0,2,D,0,0,10,30,cleanP1_1920
206,P1,2020-03-03,20:00,Famalicao,Sp Lisbon,3,1,H,2,1,H,13,13,3,3,6,6,18,18,3,3,0,0,20,1,H,3,0,2,4,H,1,3,30,30,cleanP1_1920
207,P1,2020-03-06,20:30,Sp Braga,Portimonense,3,1,H,2,0,H,19,13,9,5,3,7,17,20,0,3,0,0,20,4,H,3,0,2,4,H,2,2,0,30,cleanP1_1920
208,P1,2020-03-07,15:30,Tondela,Boavista,1,1,D,1,1,D,11,10,4,6,0,5,11,25,0,2,0,0,15,5,D,1,1,0,2,D,0,2,0,20,cleanP1_1920
209,P1,2020-03-07,18:00,Setubal,Benfica,1,1,D,0,0,D,3,15,2,6,1,8,13,12,4,3,0,0,18,5,D,1,1,0,2,D,0,0,40,30,cleanP1_1920
210,P1,2020-03-07,20:30,Porto,Rio Ave,1,1,D,1,1,D,23,6,5,3,9,3,11,9,1,4,0,0,20,5,D,1,1,0,2,D,0,2,10,40,cleanP1_1920
215,P1,2020-03-08,20:00,Pacos Ferreira,Guimaraes,1,2,A,1,0,H,12,13,5,4,5,5,15,13,2,2,0,0,20,6,A,0,3,-1,3,H,1,1,20,20,cleanP1_1920
214,P1,2020-03-08,17:30,Sp Lisbon,Aves,2,0,H,0,0,D,22,3,5,3,14,0,16,7,1,2,0,2,17,6,H,3,0,2,2,D,0,0,10,70,cleanP1_1920
213,P1,2020-03-08,17:00,Gil Vicente,Santa Clara,1,1,D,0,0,D,9,4,3,2,6,5,21,15,1,0,0,0,17,6,D,1,1,0,2,D,0,0,10,0,cleanP1_1920
212,P1,2020-03-08,15:00,Moreirense,Maritimo,2,0,H,1,0,H,15,13,4,3,8,3,12,16,0,4,0,0,15,6,H,3,0,2,2,H,1,1,0,40,cleanP1_1920
211,P1,2020-03-08,15:00,Belenenses,Famalicao,0,0,D,0,0,D,11,18,2,3,5,6,12,11,1,3,0,0,15,6,D,1,1,0,0,D,0,0,10,30,cleanP1_1920
216,P1,2020-06-03,19:00,Portimonense,Gil Vicente,1,0,H,0,0,D,6,6,2,2,5,5,20,15,0,2,0,0,19,2,H,3,0,1,1,D,0,0,0,20,cleanP1_1920
217,P1,2020-06-03,21:15,Famalicao,Porto,2,1,H,0,0,D,7,16,2,6,1,7,20,15,4,1,0,0,21,2,H,3,0,1,3,D,0,0,40,10,cleanP1_1920
218,P1,2020-06-04,18:00,Maritimo,Setubal,1,1,D,1,0,H,20,12,4,3,10,1,22,22,3,1,0,0,18,3,D,1,1,0,2,H,1,1,30,10,cleanP1_1920
219,P1,2020-06-04,19:15,Benfica,Tondela,0,0,D,0,0,D,26,4,5,0,14,0,11,12,1,0,0,0,19,3,D,1,1,0,0,D,0,0,10,0,cleanP1_1920
220,P1,2020-06-04,21:15,Guimaraes,Sp Lisbon,2,2,D,1,1,D,13,17,3,5,7,3,23,21,4,2,1,0,21,3,D,1,1,0,4,D,0,2,65,20,cleanP1_1920
221,P1,2020-06-05,20:00,Santa Clara,Sp Braga,3,2,H,1,1,D,15,11,7,2,2,4,16,17,5,2,0,1,20,4,H,3,0,1,5,D,0,2,50,45,cleanP1_1920
222,P1,2020-06-05,21:15,Aves,Belenenses,0,2,A,0,2,A,10,11,2,4,5,4,17,15,5,2,0,0,21,4,A,0,3,-2,2,A,-2,2,50,20,cleanP1_1920
223,P1,2020-06-06,21:15,Boavista,Moreirense,0,1,A,0,0,D,26,5,9,3,7,2,21,24,4,6,1,0,21,5,A,0,3,-1,1,D,0,0,65,60,cleanP1_1920
224,P1,2020-06-07,21:00,Rio Ave,Pacos Ferreira,2,3,A,1,2,A,23,9,8,6,8,7,13,20,4,5,1,1,21,6,A,0,3,-1,5,A,-1,3,65,75,cleanP1_1920
225,P1,2020-06-09,21:00,Gil Vicente,Famalicao,1,3,A,0,2,A,6,7,2,3,4,3,18,19,2,3,0,0,21,1,A,0,3,-2,4,A,-2,2,20,30,cleanP1_1920
227,P1,2020-06-10,19:15,Portimonense,Benfica,2,2,D,0,2,A,10,11,4,4,5,3,18,17,5,3,0,0,19,2,D,1,1,0,4,A,-2,2,50,30,cleanP1_1920
228,P1,2020-06-10,21:30,Porto,Maritimo,1,0,H,1,0,H,15,10,8,1,8,1,15,13,4,3,0,0,21,2,H,3,0,1,1,H,1,1,40,30,cleanP1_1920
226,P1,2020-06-10,17:00,Setubal,Santa Clara,2,2,D,1,1,D,6,8,4,3,4,3,21,14,6,1,0,0,17,2,D,1,1,0,4,D,0,2,60,10,cleanP1_1920
230,P1,2020-06-11,21:15,Tondela,Aves,2,0,H,1,0,H,6,12,4,1,5,7,21,17,3,2,0,1,21,3,H,3,0,2,2,H,1,1,30,45,cleanP1_1920
229,P1,2020-06-11,19:00,Belenenses,Guimaraes,1,1,D,1,1,D,7,17,2,6,1,13,16,14,2,1,0,0,19,3,D,1,1,0,2,D,0,2,20,10,cleanP1_1920
231,P1,2020-06-12,19:00,Moreirense,Rio Ave,0,1,A,0,1,A,7,14,1,2,9,6,14,17,0,0,0,0,19,4,A,0,3,-1,1,A,-1,1,0,0,cleanP1_1920
232,P1,2020-06-12,21:15,Sp Lisbon,Pacos Ferreira,1,0,H,0,0,D,6,11,2,5,5,4,24,18,2,2,0,0,21,4,H,3,0,1,1,D,0,0,20,20,cleanP1_1920
233,P1,2020-06-13,21:00,Sp Braga,Boavista,0,1,A,0,0,D,9,7,3,3,9,6,22,16,2,3,0,0,21,5,A,0,3,-1,1,D,0,0,20,30,cleanP1_1920
234,P1,2020-06-15,19:00,Maritimo,Gil Vicente,2,1,H,2,1,H,15,6,9,2,4,4,17,13,2,0,0,0,19,0,H,3,0,1,3,H,1,3,20,0,cleanP1_1920
235,P1,2020-06-16,19:00,Santa Clara,Portimonense,1,1,D,0,0,D,9,8,5,2,13,7,17,14,2,4,1,0,19,1,D,1,1,0,2,D,0,0,45,40,cleanP1_1920
236,P1,2020-06-16,21:15,Aves,Porto,0,0,D,0,0,D,5,24,0,8,1,12,21,20,6,3,0,0,21,1,D,1,1,0,0,D,0,0,60,30,cleanP1_1920
237,P1,2020-06-17,19:00,Pacos Ferreira,Belenenses,2,1,H,0,1,A,16,4,3,1,4,5,24,15,5,3,0,0,19,2,H,3,0,1,3,A,-1,1,50,30,cleanP1_1920
238,P1,2020-06-17,21:15,Rio Ave,Benfica,1,2,A,1,0,H,5,16,1,4,4,10,16,21,3,2,3,0,21,2,A,0,3,-1,3,H,1,1,105,20,cleanP1_1920
239,P1,2020-06-18,19:00,Boavista,Setubal,3,1,H,2,0,H,9,15,6,6,3,11,17,18,4,2,0,0,19,3,H,3,0,2,4,H,2,2,40,20,cleanP1_1920
240,P1,2020-06-18,21:15,Sp Lisbon,Tondela,2,0,H,2,0,H,8,7,2,3,4,6,16,20,0,3,0,0,21,3,H,3,0,2,2,H,2,2,0,30,cleanP1_1920
241,P1,2020-06-19,19:00,Guimaraes,Moreirense,1,1,D,1,0,H,13,11,4,4,6,5,15,11,3,0,1,0,19,4,D,1,1,0,2,H,1,1,55,0,cleanP1_1920
242,P1,2020-06-19,21:15,Famalicao,Sp Braga,0,0,D,0,0,D,7,14,2,0,3,5,19,12,3,1,1,0,21,4,D,1,1,0,0,D,0,0,55,10,cleanP1_1920
243,P1,2020-06-21,21:00,Gil Vicente,Aves,3,0,H,2,0,H,17,10,9,1,9,2,23,18,1,3,0,0,21,6,H,3,0,3,3,H,2,2,10,30,cleanP1_1920
244,P1,2020-06-22,21:00,Portimonense,Maritimo,3,2,H,2,0,H,11,11,5,5,3,6,25,13,5,1,0,0,21,0,H,3,0,1,5,H,2,2,50,10,cleanP1_1920
247,P1,2020-06-23,21:15,Porto,Boavista,4,0,H,0,0,D,12,6,7,2,6,3,17,19,2,3,0,0,21,1,H,3,0,4,4,D,0,0,20,30,cleanP1_1920
245,P1,2020-06-23,19:00,Setubal,Rio Ave,1,2,A,1,1,D,8,17,3,7,4,6,14,10,2,0,1,0,19,1,A,0,3,-1,3,D,0,2,45,0,cleanP1_1920
246,P1,2020-06-23,19:15,Benfica,Santa Clara,3,4,A,0,1,A,15,8,8,6,4,7,15,13,2,1,0,0,19,1,A,0,3,-1,7,A,-1,1,20,10,cleanP1_1920
248,P1,2020-06-24,19:00,Tondela,Pacos Ferreira,1,3,A,0,2,A,12,14,4,5,10,4,20,22,3,4,0,0,19,2,A,0,3,-2,4,A,-2,2,30,40,cleanP1_1920
249,P1,2020-06-24,21:15,Moreirense,Famalicao,1,1,D,0,0,D,11,16,4,6,5,5,17,21,3,3,0,0,21,2,D,1,1,0,2,D,0,0,30,30,cleanP1_1920
250,P1,2020-06-25,21:00,Sp Braga,Guimaraes,3,2,H,2,2,D,14,15,3,4,0,10,11,12,2,2,0,0,21,3,H,3,0,1,5,D,0,4,20,20,cleanP1_1920
251,P1,2020-06-26,19:15,Belenenses,Sp Lisbon,1,3,A,1,3,A,11,10,3,7,8,7,25,10,4,1,0,0,19,4,A,0,3,-2,4,A,-2,4,40,10,cleanP1_1920
252,P1,2020-06-28,21:00,Boavista,Santa Clara,1,0,H,1,0,H,12,10,2,4,4,4,17,25,3,2,0,0,21,6,H,3,0,1,1,H,1,1,30,20,cleanP1_1920
253,P1,2020-06-29,17:00,Aves,Moreirense,0,1,A,0,0,D,14,7,3,2,8,3,20,26,2,1,0,0,17,0,A,0,3,-1,1,D,0,0,20,10,cleanP1_1920
254,P1,2020-06-29,18:00,Maritimo,Benfica,2,0,H,0,0,D,6,20,2,7,1,11,18,19,3,1,0,0,18,0,H,3,0,2,2,D,0,0,30,10,cleanP1_1920
255,P1,2020-06-29,21:15,Pacos Ferreira,Porto,0,1,A,0,1,A,11,5,3,3,5,4,19,18,3,3,0,0,21,0,A,0,3,-1,1,A,-1,1,30,30,cleanP1_1920
258,P1,2020-06-30,21:30,Rio Ave,Sp Braga,4,3,H,3,2,H,13,11,8,6,1,4,16,23,2,2,0,1,21,1,H,3,0,1,7,H,1,5,20,45,cleanP1_1920
256,P1,2020-06-30,17:00,Famalicao,Portimonense,0,1,A,0,1,A,13,12,5,4,3,5,12,25,4,2,0,0,17,1,A,0,3,-1,1,A,-1,1,40,20,cleanP1_1920
257,P1,2020-06-30,19:15,Guimaraes,Setubal,2,0,H,1,0,H,18,5,5,1,8,6,10,9,0,1,0,3,19,1,H,3,0,2,2,H,1,1,0,85,cleanP1_1920
260,P1,2020-07-01,21:15,Sp Lisbon,Gil Vicente,2,1,H,1,0,H,12,8,4,3,4,3,23,14,0,2,0,0,21,2,H,3,0,1,3,H,1,1,0,20,cleanP1_1920
